A. Escuderos,29,Chile,69,CD Huachipato,€1.1M,€6K
A. Faurlín,30,Argentina,72,Cruz Azul,€2.3M,€19K
A. Fernández,31,Argentina,80,Atlético Madrid,€12.5M,€62K
A. Fernández,31,Uruguay,65,San Martín de San Juan,€475K,€3K
A. Figuera,27,Venezuela,65,,€0,
A. Figuera,27,Venezuela,65,,€0,€0.00
A. Figueroa,29,Colombia,66,CD Los Millionarios Bogota,€500K,€2K
A. Fontana,21,Argentina,61,Banfield,€425K,€3K
A. Franco,20,Argentina,68,Independiente,€1.4M,€9K
A. Fuentoza,33,Chile,71,Everton de Viña del Mar,€900K,€3K
A. Gabbarini,31,Argentina,67,Bahía Blanca,€475K,€5K
A. Gagliardi,27,Argentina,63,Chacarita Juniors,€375K,€3K
A. García,23,Colombia,57,Atlético Huila,€110K,€1K
A. Goiri,29,Paraguay,66,Deportivo Pasto,€500K,€1K
A. González,23,Argentina,66,Godoy Cruz,€850K,€4K
A. González,24,Venezuela,71,SD Huesca,€3M,€6K
A. Gómez,20,Argentina,57,AIK Solna,€130K,€1K
A. Gómez,29,Argentina,84,Atalanta,€31M,€60K
A. Henríquez,34,Colombia,72,Atletico Nacional Medellin,€950K,€4K
A. Hernández,26,Uruguay,75,Hull City,€7.5M,€14K
A. Hernández,31,Uruguay,63,Atlético Huila,€325K,€1K
A. Hinestroza,28,Colombia,64,Jaguares Fútbol Club,€375K,€1K
A. Huancañez,33,Chile,68,Deportes Iquique,€575K,€3K
A. Hurtado,30,Colombia,76,Monterrey,€7.5M,€63K
A. Ibargüen,25,Colombia,75,Racing Club de Avellaneda,€8.5M,€20K
A. Ibañado,25,Chile,67,CD Antofagasta,€825K,€3K
A. Imperiale,30,Argentina,66,San Jose Earthquakes,€475K,€2K
A. Jelverado,33,Chile,74,CD Antofagasta,€2.3M,€5K
A. Larenardo,29,Chile,69,Audax Italiano,€700K,€3K
A. Levipan,25,Chile,68,Unión Española,€1M,€4K
A. Lizañas,29,Chile,69,Santiago Wanderers,€800K,€4K
A. Luna,25,Uruguay,66,Tiburones Rojos de Veracruz,€775K,€3K
A. Lutego,29,Chile,65,Club de Deportes Temuco,€425K,€1K
A. Mac Allister,18,Argentina,61,Argentinos Juniors,€525K,€1K
A. Maldonado,19,Argentina,61,Banfield,€500K,€2K
A. Marchesín,29,Argentina,78,Club América,€8M,€45K
A. Marchesín,29,Argentina,78,Club América,€8M,€45K
A. Marchesín,29,Argentina,78,Club América,€8M,€45K
A. Marchesín,29,Argentina,78,Club América,€8M,€45K
A. Marelos,33,Chile,73,Universidad de Chile,€2.5M,€15K
A. Martín Arias,24,Argentina,72,Gimnasia y Esgrima La Plata,€3M,€7K
A. Mejía,28,Colombia,76,Club León,€6M,€33K
A. Meleán,30,Bolivia,67,,€0,
A. Meleán,30,Bolivia,67,,€0,€0.00
A. Melo,21,Argentina,60,Atlético Tucumán,€400K,€2K
A. Mena,29,Ecuador,72,Cruz Azul,€3M,€23K
A. Mercelán,25,Chile,70,CD Huachipato,€1.5M,€5K
A. Mina,26,Ecuador,72,Evkur Yeni Malatyaspor,€3.1M,€10K
A. Montiel,23,Argentina,58,Atlético Tucumán,€150K,€1K
A. Mora,18,Colombia,50,CD America de Cali,€50K,€1K
A. Morelos,21,Colombia,71,Rangers,€4.3M,€30K
A. Mosquera,25,Colombia,63,Deportivo Pasto,€350K,€1K
A. Mosquera,27,Colombia,73,Club León,€3.9M,€27K
A. Módula,24,Argentina,59,Chacarita Juniors,€200K,€2K
A. Naranjeda,33,Chile,74,Colo-Colo,€3.4M,€8K
A. Navarro,32,Uruguay,66,Puebla,€525K,€3K
A. Niz,29,Argentina,71,Club Atlético Tigre,€1.8M,€10K
A. Ordóñez,20,Colombia,49,Deportivo Pasto,€40K,€1K
A. Ordóñez,23,Ecuador,68,Eintracht Frankfurt,€1.1M,€12K
A. Otero,33,Colombia,67,Atlético Bucaramanga,€375K,€1K
A. Palacios,25,Colombia,65,CD America de Cali,€675K,€1K
A. Pandaña,33,Chile,72,Universidad de Chile,€1.3M,€9K
A. Parot,27,Chile,71,Rosario Central,€2M,€11K
A. Pavecillo,25,Chile,64,Curicó Unido,€400K,€1K
A. Peralta,28,Argentina,61,Club Atlético Patronato,€250K,€2K
A. Perosas,29,Chile,72,Deportes Iquique,€2.4M,€3K
A. Peñaranda,20,Venezuela,75,Málaga CF,€11M,€42K
A. Peñaranda,23,Colombia,57,Corporación Club Deportivo Tuluá,€140K,€1K
A. Plata,26,Colombia,74,Independiente Santa Fe,€7M,€6K
A. Polo,22,Peru,69,Monarcas Morelia,€1.7M,€6K
A. Pucheta,22,Argentina,57,San Martín de San Juan,€120K,€1K
A. Pérez,23,Colombia,72,Querétaro,€3.7M,€7K
A. Pérez,36,Colombia,74,Asociacion Deportivo Cali,€750K,€3K
A. Quintana,22,Colombia,54,Deportes Tolima,€80K,€1K
A. Ramos,25,Chile,69,Club León,€1.3M,€18K
A. Ramos,31,Colombia,78,Granada CF,€9.5M,€15K
A. Ramírez,36,Colombia,73,Atletico Nacional Medellin,€1.3M,€5K
A. Rentería,24,Colombia,70,Atletico Nacional Medellin,€2.4M,€8K
A. Reyes,24,Colombia,60,Corporación Club Deportivo Tuluá,€260K,€1K
A. Ricaurte,25,Colombia,66,Atlético Huila,€825K,€1K
A. Rivas,32,Colombia,71,Deportes Tolima,€1.4M,€1K
A. Rivero,19,Argentina,52,Arsenal de Sarandí,€70K,€1K
A. Roa,24,Colombia,73,Asociacion Deportivo Cali,€5.5M,€3K
A. Robledo,19,Argentina,62,Chacarita Juniors,€425K,€1K
A. Rodríguez,24,Colombia,65,Atletico Nacional Medellin,€775K,€2K
A. Rodríguez,28,Colombia,73,Deportes Tolima,€4.1M,€2K
A. Rodríguez,33,Peru,73,,€0,
A. Rodríguez,33,Peru,73,,€0,€0.00
A. Rojas,31,Argentina,73,River Plate,€3.4M,€21K
A. Rolis,33,Chile,76,Universidad Católica,€3.1M,€9K
A. Romales,25,Chile,67,Santiago Wanderers,€825K,€4K
A. Romero,21,Venezuela,63,Crotone,€625K,€2K
A. Romero,27,Argentina,65,Montreal Impact,€575K,€3K
A. Romero Gamarra,22,Argentina,72,Club Atlético Huracán,€5M,€9K
A. Rossi,21,Argentina,68,Boca Juniors,€1.3M,€7K
A. Ruiz,23,Argentina,78,Sporting CP,€14.5M,€18K
A. Safildo,25,Chile,67,Curicó Unido,€825K,€3K
A. Sagal,24,Chile,71,Pachuca,€3.2M,€20K
A. Saltininio,33,Chile,70,Audax Italiano,€1.1M,€5K
A. Salvamanos,25,Chile,71,Santiago Wanderers,€2.1M,€4K
A. Sanabria,21,Paraguay,78,Real Betis Balompié,€15.5M,€23K
A. Sandona,24,Argentina,64,Club Atlético Patronato,€525K,€3K
A. Santamaria,25,Peru,63,,€0,
A. Santamaria,25,Peru,63,,€0,€0.00
A. Santerilone,33,Chile,63,San Luis de Quillota,€140K,€1K
A. Santos,22,Brazil,54,Yeovil Town,€100K,€1K
A. Scifo,29,Argentina,65,Temperley,€400K,€3K
A. Sebrino,25,Chile,66,CD Palestino,€725K,€2K
A. Sendillas,33,Chile,70,Santiago Wanderers,€1.1M,€5K
A. Silva,27,Uruguay,73,Club Atlético Lanús,€4.2M,€19K
A. Silva,33,Paraguay,72,,€0,
A. Silva,33,Paraguay,72,,€0,€0.00
A. Simprende,29,Chile,69,Audax Italiano,€825K,€4K
A. Sintena,25,Chile,64,Club de Deportes Temuco,€500K,€1K
A. Solari,25,Argentina,72,Racing Club de Avellaneda,€3.9M,€13K
A. Sosa,17,Argentina,62,Banfield,€350K,€2K
A. Soto,22,Colombia,66,Independiente Santa Fe,€750K,€1K
A. Soto,23,Argentina,71,Racing Club de Avellaneda,€2.8M,€11K
A. Sporle,21,Argentina,63,Banfield,€500K,€2K
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,€29K
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,€29K
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,€29K
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,€29K
A. Sánchez,28,Chile,89,Arsenal,€67.5M,€265K
A. Sánchez,30,Argentina,69,Atlético Tucumán,€675K,€5K
A. Tapia,30,Colombia,65,Corporación Club Deportivo Tuluá,€500K,€1K
A. Tello,20,Colombia,68,Bari,€1.4M,€37K
A. Torralvo,23,Colombia,63,La Equidad,€600K,€1K
A. Valencia,31,Ecuador,83,Manchester United,€17M,€130K
A. Vardias,33,Chile,68,San Luis de Quillota,€550K,€3K
A. Vargas,28,Colombia,68,Deportes Tolima,€900K,€1K
A. Venteros,29,Chile,70,CD Antofagasta,€1.8M,€4K
A. Verdugo,19,Argentina,56,Godoy Cruz,€150K,€1K
A. Veznera,29,Chile,77,Colo-Colo,€6.5M,€9K
A. Vidal,30,Chile,87,FC Bayern Munich,€37.5M,€160K
A. Villanava,33,Chile,69,Santiago Wanderers,€650K,€4K
A. Villete,26,Uruguay,68,Patriotas Boyacá FC,€775K,€1K
A. Vuletich,25,Argentina,68,Águilas Doradas,€1.1M,€2K
A. Werner,21,Argentina,69,Atlético Madrid,€1.5M,€14K
A. Zapata,22,Colombia,67,CD Los Millionarios Bogota,€1.1M,€15K
A. Zapata,32,Colombia,68,CD America de Cali,€525K,€2K
A. del Valle,28,Colombia,73,CD Los Millionarios Bogota,€4.1M,€6K
Abner,21,Brazil,66,Estoril Praia,€1M,€22K
Adaílton,26,Brazil,68,Júbilo Iwata,€1.1M,€5K
Adeilson Gesser,25,Brazil,71,Botafogo de Futebol e Regatas,€2.6M,€13K
Ademilson,23,Brazil,73,Gamba Osaka,€5.5M,€13K
Adilson Edrada,25,Brazil,75,Santos Futebol Clube,€7M,€18K
Adnan Vidual,25,Brazil,65,Sport Club do Recife,€475K,€4K
Adrianiscito,25,Brazil,74,Fluminense Football Club,€4M,€24K
Adriano,32,Brazil,78,Beşiktaş JK,€5.5M,€47K
Adriano Facchini,34,Brazil,72,CD Aves,€1.3M,€7K
Adriano Junqueiras,29,Brazil,67,Coritiba Foot Ball Club,€750K,€15K
Adrián Burnabão,33,Brazil,72,Santos Futebol Clube,€1.9M,€14K
Adrián Maideira,33,Brazil,68,Vitória,€550K,€9K
Adrián Rocheira,33,Brazil,64,Vitória,€180K,€4K
Adryan,22,Brazil,71,FC Sion,€3.2M,€13K
Adryan Limeira,25,Brazil,66,Associação Atlética Ponte Preta,€725K,€5K
Adão Morrinhos,25,Brazil,68,Cruzeiro,€1M,€17K
Adão Renteira,25,Brazil,64,Vitória,€500K,€4K
Adão Salvadaldo,33,Brazil,68,Clube Atlético Paranaense,€575K,€10K
Ailtio Coelho,29,Brazil,72,Fluminense Football Club,€2.4M,€24K
Ailton,22,Brazil,73,VfB Stuttgart,€5.5M,€19K
Ailton Cardenhas,29,Brazil,69,Coritiba Foot Ball Club,€700K,€11K
Ailton Guevara,25,Brazil,75,Clube Atlético Mineiro,€7M,€31K
Ailton Valpaços,25,Brazil,73,Cruzeiro,€3.5M,€24K
Alam Araújo,25,Brazil,70,Atlético Clube Goianiense,€1.5M,€9K
Alam Basteirinho,25,Brazil,70,Coritiba Foot Ball Club,€1.9M,€15K
Alam Lindeiro,33,Brazil,71,Clube Atlético Mineiro,€900K,€21K
Alan,20,Brazil,56,LASK Linz,€160K,€2K
Alan Patrick,26,Brazil,76,Shakhtar Donetsk,€9M,€1K
Alan Schons,24,Brazil,67,Moreirense FC,€1M,€4K
Alcatraz,30,Colombia,67,CD Once Caldas Manizales,€550K,€4K
Alessinito,33,Brazil,72,Grêmio Foot-Ball Porto Alegrense,€1.3M,€15K
Alex,26,Brazil,65,Silkeborg IF,€600K,€4K
Alex,28,Brazil,69,Houston Dynamo,€1M,€6K
Alex Sandro,26,Brazil,86,Juventus,€44M,€175K
Alex Telles,24,Brazil,80,FC Porto,€16M,€15K
Alex das Freitas,29,Brazil,71,Sociedade Esportiva Palmeiras,€1.8M,€22K
Alexandre Frandeira,29,Brazil,71,Coritiba Foot Ball Club,€1.8M,€15K
Alexio Sanctos,25,Brazil,70,Fluminense Football Club,€1.5M,€22K
Alexo Baia,29,Brazil,75,Botafogo de Futebol e Regatas,€5M,€18K
Alisson,24,Brazil,80,Roma,€14M,€45K
Allan,26,Brazil,80,Napoli,€17.5M,€74K
Allan Ardaújo,29,Brazil,70,Coritiba Foot Ball Club,€1.7M,€17K
Allan Bardinho,25,Brazil,75,Santos Futebol Clube,€7M,€18K
Allano,22,Brazil,70,Estoril Praia,€2.6M,€7K
Allef,22,Brazil,60,Vitória Setúbal,€290K,€1K
Allison Sireo,29,Brazil,70,São Paulo Futebol Clube,€1.4M,€19K
Alminho Boas,25,Brazil,63,Vitória,€260K,€2K
Alson Botelho,29,Brazil,69,Associação Atlética Ponte Preta,€825K,€10K
Alvildo Sousa,33,Brazil,74,Associação Atlética Ponte Preta,€3.4M,€17K
Amilton,27,Brazil,72,CD Aves,€3.3M,€10K
Anderson Conceição,27,Brazil,68,Grupo Desportivo de Chaves,€750K,€5K
Anderson Lopes,23,Brazil,69,Sanfrecce Hiroshima,€1.4M,€8K
Anderson Talisca,23,Brazil,79,Beşiktaş JK,€17M,€15K
Andeson Trigo,29,Brazil,75,Clube Atlético Paranaense,€5M,€15K
Andreas Pereira,21,Brazil,77,Valencia CF,€14M,€86K
Andrei Girotto,25,Brazil,70,FC Nantes,€1.9M,€14K
André Milazisco,33,Brazil,71,Associação Atlética Ponte Preta,€1.2M,€9K
André Ramalho,25,Brazil,73,Bayer 04 Leverkusen,€4.3M,€38K
Ansel Barnisco,29,Brazil,70,Clube Atlético Paranaense,€1.4M,€11K
Anselmo Meirás,33,Brazil,68,Clube Atlético Paranaense,€350K,€9K
Antonaldinho,25,Brazil,67,Associação Atlética Ponte Preta,€825K,€10K
Antonaldo Laforte,25,Brazil,69,Clube Atlético Mineiro,€1.1M,€19K
Antônio Chiamuloira,29,Brazil,76,Santos Futebol Clube,€6M,€22K
Ari,31,Brazil,77,Lokomotiv Moscow,€8M,€49K
Arthur Silbeira,33,Brazil,68,Clube Atlético Paranaense,€575K,€10K
Artur,21,Brazil,70,Columbus Crew SC,€2.2M,€5K
Assis,26,Brazil,73,SC Braga,€4M,€11K
Assis,27,Brazil,65,Boavista FC,€375K,€2K
Auremir,25,Brazil,69,Medicana Sivasspor,€1.1M,€8K
B. Alemán,27,Uruguay,73,Gimnasia y Esgrima La Plata,€4.2M,€16K
B. Angulo,23,Colombia,66,CD America de Cali,€800K,€1K
B. Angulo,27,Colombia,70,Puebla,€1.5M,€6K
B. Avileda,25,Chile,67,San Luis de Quillota,€825K,€3K
B. Añor,29,Venezuela,64,Minnesota Thunder,€450K,€3K
B. Bianchi,28,Argentina,72,Newell's Old Boys,€2.5M,€8K
B. Blasi,21,Argentina,63,Unión de Santa Fe,€525K,€2K
B. Cabezas,20,Ecuador,70,Panathinaikos FC,€2.4M,€1K
B. Caderado,25,Chile,72,Colo-Colo,€2.7M,€5K
B. Cascini,20,Argentina,65,Estudiantes de La Plata,€950K,€4K
B. Castillo,39,Colombia,68,Atlético Huila,€60K,€1K
B. Cespeda,29,Chile,72,Everton de Viña del Mar,€2.4M,€4K
B. Cufré,20,Argentina,61,Vélez Sarsfield,€500K,€2K
B. Cáceres,28,Paraguay,64,Club Atlético Patronato,€400K,€3K
B. Córdoba,24,Colombia,62,Deportes Tolima,€400K,€1K
B. De Alba,24,Colombia,59,La Equidad,€210K,€1K
B. Deroz,25,Chile,69,Club de Deportes Temuco,€925K,€2K
B. Dunavante,29,Chile,72,Audax Italiano,€3M,€5K
B. Espinosa,27,Colombia,76,Girona CF,€7.5M,€25K
B. Fernández,22,Argentina,72,FC Metz,€4.6M,€13K
B. Fernández,25,Colombia,63,Corporación Club Deportivo Tuluá,€500K,€1K
B. Figueraz,25,Chile,68,CD Palestino,€800K,€3K
B. Fornaroli,29,Uruguay,76,Melbourne City,€7.5M,€18K
B. Gómez,19,Colombia,54,Águilas Doradas,€100K,€1K
B. Laguna,25,Chile,69,CD O'Higgins,€1.1M,€5K
B. Leitoñez,25,Chile,73,Colo-Colo,€3.5M,€7K
B. Lozano,23,Uruguay,69,Santos Laguna,€1.5M,€25K
B. Lucumí,23,Colombia,54,Deportivo Pasto,€80K,€1K
B. Magañez,29,Chile,64,CD Palestino,€450K,€2K
B. Mansilla,20,Argentina,67,Racing Club de Avellaneda,€1.7M,€9K
B. Merlini,21,Argentina,68,San Lorenzo de Almagro,€1.4M,€10K
B. Miranda,19,Bolivia,63,D.C. United,€800K,€1K
B. Perea,24,Colombia,67,Lazio,€1.1M,€24K
B. Perlaza,25,Colombia,72,Independiente Santa Fe,€3.3M,€3K
B. Peñena,29,Chile,73,Universidad Católica,€4M,€9K
B. Pittón,24,Argentina,66,Unión de Santa Fe,€750K,€3K
B. Rabello,23,Chile,71,U.N.A.M.,€3.2M,€14K
B. Rasaldo,33,Chile,74,Unión Española,€3.4M,€7K
B. Rivero,21,Argentina,57,Newell's Old Boys,€150K,€2K
B. Riveros,19,Paraguay,68,FC Basel,€1.7M,€10K
B. Romero,26,Argentina,63,Argentinos Juniors,€450K,€3K
B. Rovira,20,Colombia,63,Atlético Bucaramanga,€725K,€1K
B. Sarmiento,27,Argentina,75,Newell's Old Boys,€7.5M,€16K
B. Urribarri,30,Argentina,68,Club Atlético Patronato,€650K,€6K
B. Valdez,24,Paraguay,72,Club América,€3.5M,€27K
B. Volpini,19,Argentina,59,Belgrano de Córdoba,€325K,€1K
B. Zuculini,24,Argentina,71,Hellas Verona,€3.2M,€16K
Bady,28,Brazil,66,Gençlerbirliği SK,€650K,€6K
Baiano,30,Brazil,76,Rayo Vallecano,€5.5M,€13K
Barbosa,18,Brazil,63,Ferrara (SPAL),€775K,€2K
Barbosaldinho,29,Brazil,71,São Paulo Futebol Clube,€1.8M,€19K
Barros,24,Brazil,65,Ventforet Kofu,€775K,€2K
Bebeto,27,Brazil,65,CS Marítimo,€450K,€3K
Benjamin Meseira,33,Brazil,73,Santos Futebol Clube,€1.5M,€17K
Bernard,24,Brazil,79,Shakhtar Donetsk,€17M,€1K
Bernard Vicidal,29,Brazil,64,Atlético Clube Goianiense,€350K,€4K
Bernardo,22,Brazil,73,RB Leipzig,€5M,€40K
Bernardo Motinho,25,Brazil,70,São Paulo Futebol Clube,€1.5M,€17K
Bismark,23,Brazil,69,Al Qadisiyah,€1.4M,€9K
Bobô,32,Brazil,74,Sydney FC,€4.5M,€12K
Botelhinonsa,29,Brazil,66,Sport Club do Recife,€475K,€5K
Brenito Duarte,33,Brazil,73,Fluminense Football Club,€1.6M,€32K
Breno Bemposta,33,Brazil,70,Sport Club do Recife,€725K,€11K
Breno Laranjeiro,29,Brazil,67,Sport Club do Recife,€750K,€11K
Bruno,23,Brazil,62,LASK Linz,€425K,€3K
Bruno César,28,Brazil,77,Sporting CP,€9M,€20K
Bruno Gomes,20,Brazil,68,Estoril Praia,€1.6M,€5K
Bruno Nascimento,26,Brazil,70,CD Feirense,€1.8M,€7K
Bruno Peres,27,Brazil,78,Roma,€11M,€62K
Bruno Perone,29,Brazil,68,Gimnàstic de Tarragona,€700K,€7K
Bruno Ramires,23,Brazil,63,Moreirense FC,€475K,€1K
Bruno Santos,24,Brazil,72,FC Paços de Ferreira,€3.5M,€6K
Bruno Silva,24,Brazil,63,Moreirense FC,€400K,€1K
Bruno Tabata,20,Brazil,69,Portimonense SC,€1.6M,€5K
Bruno Teles,31,Brazil,68,Rio Ave FC,€575K,€6K
Bruno Uvini,26,Brazil,72,Al Nassr,€3M,€24K
Bruno Viana,22,Brazil,70,SC Braga,€2.1M,€7K
Bueno,21,Brazil,61,Kashima Antlers,€325K,€2K
C. Abridego,25,Chile,75,CD O'Higgins,€6M,€7K
C. Agoste,33,Chile,69,Universidad Católica,€650K,€5K
C. Alemán,21,Ecuador,72,Estudiantes de La Plata,€4.6M,€11K
C. Alzáte,29,Colombia,71,Deportes Tolima,€2.3M,€2K
C. Amaya,26,Colombia,65,Asociacion Deportivo Cali,€675K,€1K
C. Ansaldi,30,Argentina,79,Torino,€9M,€68K
C. Aquino,25,Argentina,69,Unión de Santa Fe,€1.3M,€8K
C. Arango,22,Colombia,68,CD Aves,€1.3M,€7K
C. Araujo,35,Argentina,70,Club Atlético Huracán,€375K,€7K
C. Arboleda,31,Colombia,70,Independiente Santa Fe,€1.6M,€4K
C. Arias,29,Colombia,69,Alianza Petrolera,€1.1M,€2K
C. Arrieta,21,Colombia,68,Envigado FC,€1.2M,€1K
C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen,€10.5M,€54K
C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen,€10.5M,€54K
C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen,€10.5M,€54K
C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen,€10.5M,€54K
C. Auzqui,26,Argentina,71,River Plate,€2.8M,€15K
C. Ayala,31,Colombia,68,CD America de Cali,€600K,€2K
C. Bacca,30,Colombia,82,Villarreal CF,€21.5M,€125K
C. Benavente,23,Peru,67,Sporting Charleroi,€1M,€8K
C. Bernardi,27,Argentina,65,Colon de Santa Fe,€575K,€4K
C. Bonilla,24,Colombia,69,La Equidad,€1.1M,€2K
C. Borja,24,Colombia,67,Corporación Club Deportivo Tuluá,€1M,€1K
C. Bravo,20,Argentina,58,Banfield,€190K,€2K
C. Bravo,34,Chile,82,Manchester City,€9M,€110K
C. Báez,27,Paraguay,61,Godoy Cruz,€250K,€3K
C. Campestrini,37,Argentina,72,Chacarita Juniors,€210K,€5K
C. Candero,29,Chile,77,Universidad de Chile,€6M,€12K
C. Carbonero,26,Colombia,73,Corporación Club Deportivo Tuluá,€4.6M,€3K
C. Carmona,30,Chile,73,Atlanta United FC,€3M,€8K
C. Carrillo,24,Colombia,66,Jaguares Fútbol Club,€775K,€1K
C. Cermeño,21,Venezuela,62,FC Dallas,€450K,€1K
C. Chimino,29,Argentina,68,Club Atlético Huracán,€675K,€7K
C. Coimbra,28,Bolivia,63,,€0,
C. Coimbra,28,Bolivia,63,,€0,€0.00
C. Colmán,23,Paraguay,68,FC Dallas,€1.3M,€5K
C. Cordeso,25,Chile,75,CD O'Higgins,€6M,€7K
C. Corvalán,28,Argentina,68,Arsenal de Sarandí,€700K,€7K
C. Cuesta,18,Colombia,59,Atletico Nacional Medellin,€325K,€1K
C. Cuevas,22,Chile,69,FC Twente,€1.2M,€5K
C. Dajome,23,Colombia,66,Deportivo Pasto,€900K,€2K
C. Davilo,25,Chile,76,Universidad Católica,€5.5M,€7K
C. De las Salas,19,Colombia,54,Tigres FC,€130K,€1K
C. Despredal,33,Chile,74,CD Huachipato,€3.4M,€9K
C. Domínguez,22,Paraguay,72,Club América,€4.4M,€30K
C. Echagovia,29,Chile,70,Deportes Iquique,€1.7M,€3K
C. Erbes,27,Argentina,69,Chacarita Juniors,€1M,€7K
C. Espinoza,22,Argentina,72,Boca Juniors,€5M,€18K
C. Falletti,24,Uruguay,67,Bologna,€1M,€24K
C. Fauño,25,Chile,69,San Luis de Quillota,€900K,€3K
C. Flórez,22,Colombia,66,Alianza Petrolera,€900K,€1K
C. Gazale,25,Chile,66,Santiago Wanderers,€725K,€2K
C. Giraldo,27,Colombia,66,Tigres FC,€550K,€1K
C. Giraldo,37,Colombia,66,Deportivo Pasto,€90K,€1K
C. González,20,Uruguay,69,Sevilla Atlético,€1.8M,€3K
C. González,24,Paraguay,68,Necaxa,€1.2M,€8K
C. Grossmüller,34,Uruguay,71,Sandefjord Fotball,€1.2M,€4K
C. Gruezo,22,Ecuador,72,FC Dallas,€3.7M,€5K
C. Guanca,24,Argentina,59,Colon de Santa Fe,€200K,€2K
