L. Messi,30,Argentina,93,FC Barcelona,€105M,€565K
F. Mussis,25,Argentina,76,San Lorenzo de Almagro,€8.5M,€22K
E. Valencia,27,Ecuador,76,Tigres U.A.N.L.,€9M,€70K
E. Balanta,24,Colombia,76,FC Basel,€9M,€32K
G. Peruzzi,25,Argentina,76,Boca Juniors,€8M,€23K
Maicón,27,Brazil,76,Antalyaspor,€8M,€22K
N. Castillo,24,Chile,76,U.N.A.M.,€10.5M,€25K
W. Mansila,29,Chile,76,Universidad de Chile,€7.5M,€18K
M. Boselli,32,Argentina,76,Club León,€6M,€38K
M. Pereyra,27,Uruguay,76,FC Krasnodar,€8.5M,€45K
J. Añor,23,Venezuela,76,Málaga CF,€12.5M,€23K
M. Isla,29,Chile,76,Fenerbahçe SK,€6M,€63K
Thiago Maia,20,Brazil,76,LOSC Lille,€9.5M,€31K
B. Espinosa,27,Colombia,76,Girona CF,€7.5M,€25K
I. Sosa,30,Argentina,76,Tigres U.A.N.L.,€7.5M,€65K
P. Aguilar,30,Paraguay,76,Club América,€5.5M,€53K
R. Civelli,33,Argentina,76,Banfield,€3.1M,€17K
D. Cvitanich,33,Argentina,76,Banfield,€4.8M,€21K
Maurício,28,Brazil,76,PAOK Thessaloniki,€6M,€1K
Gabri Prestão,25,Brazil,76,Botafogo de Futebol e Regatas,€5.5M,€16K
E. Mas,28,Argentina,76,Trabzonspor,€6M,€34K
Fred Aníbão,25,Brazil,76,Avaí Futebol Clube,€5.5M,€14K
O. Romero,24,Paraguay,76,Deportivo Alavés,€10M,€24K
Nelsildo Reis,29,Brazil,76,Coritiba Foot Ball Club,€5M,€21K
P. Hurtado,26,Peru,76,Vitória Guimarães,€8.5M,€14K
O. Murillo,29,Colombia,76,Pachuca,€6M,€33K
F. Ferreyra,26,Argentina,76,Shakhtar Donetsk,€9.5M,€1K
R. Bistama,29,Chile,76,Universidad Católica,€6M,€9K
D. Moreno,31,Colombia,76,Atletico Nacional Medellin,€7M,€28K
Carlos Eduardo,27,Brazil,76,Al Hilal,€8M,€47K
F. Montero,29,Colombia,76,Vancouver Whitecaps FC,€7.5M,€12K
Welington Dano,29,Brazil,76,Fluminense Football Club,€6M,€40K
Raphinha,20,Brazil,76,Vitória Guimarães,€11.5M,€11K
Rodrigo Moledo,29,Brazil,76,Panathinaikos FC,€6M,€1K
L. Villasoel,25,Chile,76,Colo-Colo,€7M,€8K
D. Labran,33,Chile,76,Universidad de Chile,€3.1M,€15K
F. Cartabia,24,Argentina,76,RC Deportivo de La Coruña,€10.5M,€23K
R. Lafrentz,29,Chile,76,Universidad de Chile,€6M,€15K
Baiano,30,Brazil,76,Rayo Vallecano,€5.5M,€13K
Matheus,24,Brazil,76,SC Braga,€7.5M,€9K
A. Hurtado,30,Colombia,76,Monterrey,€7.5M,€63K
E. Paredes,36,Chile,76,,€0,€0.00
J. Gómez,23,Argentina,76,Club Atlético Lanús,€9M,€16K
Vieirundinho,29,Brazil,76,Grêmio Foot-Ball Porto Alegrense,€6M,€26K
C. Izquierdoz,28,Argentina,76,Santos Laguna,€7M,€25K
J. Iturbe,24,Paraguay,76,Club Tijuana,€9.5M,€59K
G. Simeone,21,Argentina,76,Fiorentina,€12.5M,€54K
E. Insúa,28,Argentina,76,VfB Stuttgart,€6M,€28K
C. Ortíz,28,Paraguay,76,Monterrey,€7M,€55K
Sebá,25,Brazil,76,Olympiakos CFP,€9.5M,€1K
Wanderson,31,Brazil,76,Dinamo Moscow,€7M,€42K
R. Ruidíaz,26,Peru,76,Monarcas Morelia,€9M,€16K
Otávio,23,Brazil,76,Girondins de Bordeaux,€9M,€35K
C. Zambrano,27,Peru,76,PAOK Thessaloniki,€7.5M,€1K
V. García,23,Venezuela,76,Vitória Guimarães,€9M,€11K
Mossoró,33,Brazil,76,İstanbul Başakşehir FK,€4.7M,€29K
Felipe,32,Brazil,75,Ferrara (SPAL),€3.8M,€14K
E. Roco,24,Chile,75,Cruz Azul,€7M,€23K
G. Lezcano,30,Argentina,75,Monarcas Morelia,€6.5M,€13K
Fabrio Farinha,25,Brazil,75,Sociedade Esportiva Palmeiras,€7M,€31K
R. Álvarez,29,Argentina,75,Sampdoria,€6.5M,€34K
Caiuby,28,Brazil,75,FC Augsburg,€6.5M,€25K
Gabriel,23,Brazil,75,CD Leganés,€9M,€20K
J. Epazo,33,Chile,75,Deportes Iquique,€3.4M,€3K
Simão Donatinho,33,Brazil,75,Clube Atlético Paranaense,€3.4M,€12K
Fransérgio,26,Brazil,75,SC Braga,€8M,€12K
J. Silva,23,Argentina,75,Sporting CP,€7.5M,€12K
R. Jardelino,29,Chile,75,Universidad Católica,€5M,€8K
I. Herreras,25,Chile,75,Colo-Colo,€6M,€7K
G. Conti,22,Argentina,75,Colon de Santa Fe,€8.5M,€10K
F. Di Santo,28,Argentina,75,FC Schalke 04,€7M,€38K
G. Castro,32,Uruguay,75,Málaga CF,€5M,€22K
Silas Almeim,25,Brazil,75,Clube Atlético Mineiro,€6M,€28K
O. Budeaga,33,Chile,75,Colo-Colo,€2.6M,€7K
Rafael,35,Brazil,75,Cagliari,€1.6M,€22K
G. Celis,24,Colombia,75,Vitória Guimarães,€7.5M,€9K
H. Lemonez,33,Chile,75,Unión Española,€2.7M,€6K
Alexo Baia,29,Brazil,75,Botafogo de Futebol e Regatas,€5M,€18K
N. Spolli,34,Argentina,75,Genoa,€2M,€27K
A. Aguilar,32,Colombia,75,Asociacion Deportivo Cali,€3.8M,€4K
Gabrisco Aníbal,25,Brazil,75,Sociedade Esportiva Palmeiras,€6M,€28K
H. Riffosas,29,Chile,75,Colo-Colo,€5M,€8K
M. Britos,28,Uruguay,75,Al Hilal,€7M,€41K
A. Bizzarri,39,Argentina,75,Udinese,€450K,€11K
L. Vangioni,30,Argentina,75,Monterrey,€4.8M,€44K
Sandro,28,Brazil,75,Antalyaspor,€6M,€18K
E. Vargas,27,Chile,75,Tigres U.A.N.L.,€8M,€59K
J. Calleri,23,Argentina,75,UD Las Palmas,€9.5M,€19K
Simão Acunha,29,Brazil,75,Botafogo de Futebol e Regatas,€6.5M,€20K
Allan Bardinho,25,Brazil,75,Santos Futebol Clube,€7M,€18K
H. Villalba,22,Argentina,75,Atlanta United FC,€8.5M,€8K
A. Hernández,26,Uruguay,75,Hull City,€7.5M,€14K
Ailton Guevara,25,Brazil,75,Clube Atlético Mineiro,€7M,€31K
Naldo,28,Brazil,75,RCD Espanyol,€6M,€25K
Fernandão,30,Brazil,75,Fenerbahçe SK,€6.5M,€61K
G. Martínez,24,Argentina,75,River Plate,€9M,€18K
F. Amorebieta,32,Venezuela,75,Independiente,€3.8M,€19K
Adilson Edrada,25,Brazil,75,Santos Futebol Clube,€7M,€18K
A. Ibargüen,25,Colombia,75,Racing Club de Avellaneda,€8.5M,€20K
S. Pérez,24,Colombia,75,Boca Juniors,€9M,€20K
G. Gómez,24,Paraguay,75,Milan,€7M,€58K
Juli Freitinho,29,Brazil,75,Grêmio Foot-Ball Porto Alegrense,€5M,€22K
Caio Nunson,29,Brazil,75,Botafogo de Futebol e Regatas,€5M,€18K
Otávio Cairinho,25,Brazil,75,Associação Atlética Ponte Preta,€6M,€15K
João Pedro,25,Brazil,75,Cagliari,€8.5M,€44K
Leonardo,30,Brazil,75,Al Nassr,€6.5M,€36K
A. Chávez,26,Argentina,75,Panathinaikos FC,€8.5M,€1K
S. García,26,Uruguay,75,Godoy Cruz,€8M,€16K
S. Sosa,30,Uruguay,75,Monarcas Morelia,€4.3M,€9K
Luimo Boas Santos,29,Brazil,75,Clube Atlético Mineiro,€6.5M,€37K
M. Dos Santos,27,Argentina,75,CD Leganés,€6.5M,€21K
C. Vargas,28,Colombia,75,Atletico Nacional Medellin,€5.5M,€5K
C. Abridego,25,Chile,75,CD O'Higgins,€6M,€7K
F. Castillo,25,Colombia,75,Trabzonspor,€8M,€28K
